OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_623	-1.534	8.58	0.0321692138575454	0.190294524242979	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	flava	0.01	0.034	0.009	0.043	0	0.008	0	0	0.037	0.057	0.018	0.045	0.027	0.019
ASV_899	-1.363	8.528	0.0322934874930652	0.190294524242979	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Aquidulcibacter	paucihalophilus	0.01	0.031	0.009	0.017	0.008	0.008	0.015	0	0.028	0.019	0.009	0.045	0.044	0.038
ASV_431	1.906	9.411	0.0325057779234356	0.190294524242979	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	maris	0.071	0.024	0.009	0.087	0.054	0.008	0.257	0.008	0.009	0	0.018	0.009	0.009	0.096
ASV_390	-1.789	9.426	0.0325540559094083	0.190294524242979	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	alba	0.021	0.087	0.037	0.026	0.023	0	0.015	0.025	0.019	0.01	0.009	0.018	0.363	0.106
ASV_1330	-1.422	8.552	0.0329502300323573	0.191787236342182	NotSig	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	japonica	0.01	0.033	0	0.009	0.015	0.008	0	0.025	0.056	0.048	0.037	0.009	0.018	0.029
ASV_813	-2.035	8.581	0.0333792595513402	0.193457665995427	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	flabilis	0.007	0.038	0.028	0	0	0.008	0.008	0	0.037	0.114	0	0.018	0	0.058
ASV_676	-1.334	8.707	0.0342361953405903	0.196761605857921	NotSig	Bacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.012	0.038	0.009	0.017	0.015	0.016	0	0.017	0.037	0.029	0.046	0.009	0.08	0.029
ASV_1470	-1.489	8.352	0.0342382530017088	0.196761605857921	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseotalea	sanaruensis	0.007	0.024	0.009	0.009	0.008	0.016	0	0	0.028	0.01	0.037	0.027	0.035	0.01
ASV_1402	-1.795	8.478	0.0350366860622534	0.198128447700919	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	persica	0.007	0.033	0.009	0.009	0.015	0	0.008	0	0.111	0.01	0.009	0.009	0.009	0.048
ASV_327	-1.116	9.581	0.0350997278503985	0.198128447700919	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	soli	0.035	0.09	0.047	0.061	0.031	0.056	0.008	0.008	0.204	0.086	0.064	0.064	0.062	0.058
ASV_985	-1.567	8.497	0.0351150822780532	0.198128447700919	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseotalea	sanaruensis	0.009	0.031	0.028	0.017	0.008	0	0	0	0.028	0	0.037	0.036	0.027	0.058
ASV_905	-1.226	8.659	0.0352816924269355	0.198128447700919	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	Unassigned	0.013	0.035	0.028	0.017	0	0.016	0.008	0.008	0.056	0.019	0.037	0.036	0.027	0.038
ASV_1322	-1.36	8.811	0.0353475973788167	0.198128447700919	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Baekduiaceae	Baekduia	soli	0.014	0.043	0.009	0.026	0.031	0	0.008	0.008	0.065	0.086	0.037	0.027	0.027	0.019
ASV_113	1.553	12.835	0.0353489080699878	0.198128447700919	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	banguiense	0.942	0.386	0.242	0.286	0.054	3.553	1.431	0.084	0.362	0.562	0.237	0.582	0.266	0.307
ASV_976	2.617	8.445	0.0357194561653292	0.198226392386421	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	nantongensis	0.029	0.005	0	0	0	0.032	0	0.143	0.009	0	0	0	0.009	0.01
ASV_449	1.321	9.038	0.0358444431807911	0.198226392386421	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	favelukesii	0.045	0.022	0.019	0.043	0.046	0.072	0.076	0.017	0.028	0.029	0	0.018	0.009	0.048
ASV_1394	-1.58	8.256	0.0361388081221833	0.198226392386421	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	aberystwythensis	0.005	0.022	0.009	0	0.008	0	0.015	0	0.009	0.038	0.009	0.027	0.027	0.019
ASV_677	-1.534	8.867	0.0361501396463138	0.198226392386421	NotSig	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Bythopirellula	goksoyri	0.014	0.048	0	0.061	0.015	0.008	0	0	0.046	0.076	0.064	0.009	0.044	0.048
ASV_627	-1.48	8.35	0.036242264744251	0.198226392386421	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	flava	0.007	0.025	0.028	0	0.008	0.008	0	0	0.037	0.01	0.027	0.027	0.027	0.019
ASV_1171	2.019	8.044	0.0362954479210121	0.198226392386421	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	nepalense	0.014	0.003	0.019	0	0.015	0	0.03	0.017	0	0	0.009	0.009	0	0
ASV_305	1.184	9.622	0.0363851674718099	0.198226392386421	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.077	0.041	0.047	0.087	0.163	0.032	0.076	0.059	0.019	0.105	0.027	0.018	0.027	0.048
ASV_1525	-2.101	7.858	0.0366583833541062	0.198847513770549	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	chlorophenolicus	0.001	0.011	0	0	0	0.008	0	0	0	0.01	0.009	0.009	0.018	0.019
ASV_608	-1.753	9.152	0.0367911699487359	0.198847513770549	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	curvata	0.017	0.067	0.009	0.052	0.015	0	0.008	0.017	0.019	0.219	0	0.018	0.106	0.038
ASV_258	1.066	9.727	0.0371363739703372	0.199919926275096	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Piscinibacter	caeni	0.083	0.046	0.084	0.035	0.077	0.104	0.098	0.101	0	0.067	0.046	0.045	0.08	0.038
ASV_1084	-2.66	8.301	0.0373025456381307	0.200023886453283	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea	flava	0.003	0.027	0	0	0.015	0	0	0	0	0.114	0.027	0.018	0	0
ASV_601	1.648	9.674	0.0375126318929011	0.200361586816201	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	eurypsychrophila	0.09	0.032	0.037	0.026	0.015	0.312	0.015	0.134	0	0.038	0.091	0.009	0.027	0.029
ASV_1372	-1.309	8.86	0.0377539989915228	0.200863072759586	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.016	0.046	0.028	0.035	0.015	0.016	0	0	0.102	0.038	0.027	0.018	0.044	0.048
ASV_1191	-1.311	8.693	0.038171838137667	0.201648647653581	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	padinae	0.013	0.037	0.009	0.026	0	0.008	0.015	0.017	0.046	0.048	0.027	0.064	0.027	0.01
ASV_1436	2.192	7.865	0.0381977614497973	0.201648647653581	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.009	0.002	0.009	0.009	0	0.016	0.023	0	0	0.01	0	0	0	0
ASV_58	0.798	11.844	0.0386636284218367	0.202801147026867	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	humi	0.406	0.275	0.419	0.304	0.364	0.512	0.492	0.344	0.325	0.286	0.11	0.382	0.337	0.211
ASV_484	-1.386	9.162	0.0387138753502096	0.202801147026867	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.021	0.064	0.009	0.087	0.008	0.008	0.008	0.008	0.084	0.076	0.1	0.018	0.027	0.077
ASV_43	-1.58	11.313	0.0389420681864981	0.203214930536438	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.103	0.382	0.009	0.095	0.008	0.12	0.371	0.017	0.158	0.885	0.037	0.409	0.479	0.326
ASV_436	-1.173	9.265	0.0395934010432298	0.205825237484271	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_incertae_sedis	Unassigned	Acidibacter	ferrireducens	0.026	0.068	0.047	0.026	0.015	0.016	0.008	0.042	0.158	0.057	0.073	0.018	0.053	0.048
ASV_44	0.779	11.986	0.0400548902493494	0.207432549504236	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	isolaginshaensis	0.45	0.311	0.316	0.686	0.558	0.376	0.538	0.226	0.278	0.305	0.301	0.191	0.399	0.393
ASV_1024	-1.728	8.144	0.0404118259696835	0.208488283979958	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	zhairuonense	0.004	0.018	0	0.017	0.008	0	0	0	0.019	0	0.018	0.036	0.018	0.019
ASV_734	2.659	9.003	0.0408696073610108	0.210054359342252	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Unassigned	0.049	0.009	0	0.009	0.287	0	0	0	0.019	0.01	0.009	0.018	0	0
ASV_660	1.451	8.626	0.0412256084709953	0.210355712279339	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Boseaceae	Bosea	vaviloviae	0.03	0.012	0.009	0.017	0.054	0.016	0.015	0.067	0	0.01	0.009	0.009	0.027	0.019
ASV_789	-1.769	8.316	0.0412371330239232	0.210355712279339	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Racemicystis	persica	0.006	0.024	0.009	0	0	0	0	0.025	0.019	0	0.018	0.036	0.053	0.019
ASV_108	0.775	10.964	0.0416180430978242	0.211506622012076	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	eurypsychrophila	0.213	0.146	0.205	0.182	0.147	0.232	0.235	0.277	0.139	0.114	0.164	0.073	0.239	0.144
ASV_1076	-1.827	8.337	0.0420526821253293	0.211706958304475	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.006	0.026	0	0	0	0	0	0.034	0.046	0.038	0.018	0	0.035	0.019
ASV_1156	-2.014	8.062	0.042253239284557	0.211706958304475	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0.003	0.017	0.009	0	0.008	0	0	0	0.009	0	0	0.018	0.027	0.048
ASV_1131	-1.75	8.323	0.0423381744587146	0.211706958304475	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.005	0.024	0	0	0.023	0.008	0	0	0.009	0	0.027	0.036	0.035	0.038
ASV_595	-1.4	8.629	0.0424902424915432	0.211706958304475	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.012	0.036	0.019	0.035	0	0.008	0	0.008	0.019	0.057	0.018	0.027	0.018	0.077
ASV_1204	-2.095	7.854	0.0427210087154219	0.211706958304475	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile	0.001	0.011	0	0	0	0	0	0.008	0.019	0	0	0.018	0.009	0.019
ASV_1521	-1.556	8.24	0.0427408290963833	0.211706958304475	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Unassigned	0.006	0.022	0.009	0	0.008	0.008	0	0.008	0.046	0.029	0.009	0	0.027	0.019
ASV_302	-1.363	9.644	0.042745531228877	0.211706958304475	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	luteus	0.035	0.096	0.065	0.087	0	0.008	0	0.05	0.046	0.095	0.192	0.109	0.027	0.106
ASV_1310	-1.401	8.312	0.0436141495051589	0.21522634647111	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Unassigned	Unassigned	0.007	0.023	0.009	0.017	0	0	0.008	0.008	0.028	0.01	0.009	0.036	0.027	0.029
ASV_310	0.983	9.855	0.0444034332070545	0.218330238368261	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	marina	0.091	0.054	0.112	0.078	0.07	0.08	0.167	0.042	0.019	0.067	0.027	0.073	0.08	0.058
ASV_1518	-1.922	8.027	0.0447781807677331	0.219380871243354	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geomonas	bemidjiensis	0.003	0.015	0	0	0	0	0	0.017	0.019	0.019	0.037	0	0.009	0.01
ASV_70	0.951	12.323	0.0454775542287464	0.222008705589794	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	nepalensis	0.573	0.362	0.27	0.295	0.875	0.448	1.022	0.528	0.269	0.447	0.128	0.446	0.585	0.297
ASV_283	1.059	10.552	0.0456715603718823	0.222159518666085	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	naphthalenivorans	0.16	0.093	0.13	0.104	0.24	0.08	0.273	0.134	0.084	0.257	0.073	0.027	0.071	0.048
ASV_736	0.787	10.845	0.0459045251947423	0.222498090089819	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	carmichaelinearum	0.192	0.131	0.149	0.139	0.201	0.272	0.167	0.226	0.074	0.124	0.173	0.118	0.115	0.182
ASV_631	-1.255	8.385	0.0469069720460561	0.225492524427008	NotSig	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Unassigned	Unassigned	0.008	0.025	0.009	0.009	0.008	0.016	0.008	0	0.019	0.029	0.027	0.027	0.018	0.029
ASV_20	0.896	12.383	0.0470173503749636	0.225492524427008	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	xuchangensis	0.643	0.384	0.558	1.259	0.209	0.816	0.507	0.512	0.251	0.542	0.128	0.646	0.372	0.365
ASV_1072	-1.661	8.28	0.0471477481218057	0.225492524427008	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.005	0.023	0	0	0	0.032	0	0	0.037	0.038	0.018	0.009	0.018	0.019
ASV_31	0.847	12.491	0.0471867738511949	0.225492524427008	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	curvata	0.634	0.428	0.381	0.304	0.968	0.592	0.939	0.621	0.446	0.542	0.247	0.482	0.576	0.278
ASV_373	-2.904	9.202	0.0474806744945573	0.225492524427008	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	fontiphilus	0.009	0.075	0.047	0	0.008	0	0	0	0	0	0.429	0.018	0	0
ASV_1193	-1.777	7.982	0.047515678788951	0.225492524427008	NotSig	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Lacunisphaera	parvula	0.003	0.014	0	0.009	0	0	0	0.008	0.028	0.01	0.009	0.018	0	0.019
ASV_1039	2.027	8.549	0.0478360201641868	0.226224512026467	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.032	0.008	0.009	0.122	0	0	0.053	0.008	0.009	0.019	0.018	0	0	0
ASV_1336	-2.08	7.851	0.0480992314793081	0.226682191262345	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Belliella	buryatensis	0.001	0.011	0	0	0	0	0.008	0	0.019	0	0.009	0	0.027	0.01
ASV_739	1.534	8.559	0.0485784639463096	0.228151268603013	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.03	0.011	0.019	0.026	0.008	0.024	0	0.101	0.009	0.01	0.009	0.009	0.009	0.019
ASV_1014	-1.76	8.324	0.0490626309651602	0.229633344929719	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Fulvivirgaceae	Chryseolinea	flava	0.006	0.024	0.019	0	0.015	0	0	0	0.028	0.019	0.064	0.009	0.027	0
ASV_1491	-1.498	8.97	0.049350546565952	0.230189878160365	NotSig	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Lacipirellula	parvula	0.015	0.055	0	0.026	0.046	0.008	0	0.008	0.102	0.067	0.046	0	0.027	0.086
ASV_1015	-1.537	8.712	0.0501812718660638	0.233265843964433	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unassigned	Unassigned	0.011	0.042	0.009	0.009	0.015	0.024	0	0.008	0.13	0.019	0.018	0	0.018	0.067
ASV_898	-1.499	8.341	0.0507341671139615	0.235033794589168	NotSig	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Unassigned	0.007	0.025	0	0.026	0	0	0.008	0.008	0.019	0.038	0.037	0	0.018	0.038
ASV_557	1.215	8.781	0.0510029487452673	0.235478020986624	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	deserti	0.034	0.017	0.037	0.017	0.062	0.04	0.03	0.017	0.019	0.019	0	0.018	0.035	0.01
ASV_643	-1.438	8.45	0.0519145299626193	0.238876992598268	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	thermoalkaliphilus	0.009	0.028	0.037	0.009	0	0	0.008	0	0.019	0.038	0.027	0.045	0.009	0.029
ASV_1458	-1.266	9.503	0.052304236101979	0.239859830205035	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	opuntiae	0.032	0.087	0.047	0.069	0	0.016	0	0.059	0.186	0.152	0.046	0.027	0.044	0.067
ASV_144	-0.926	10.183	0.0534583897553289	0.243687761880806	NotSig	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	niveus	0.067	0.138	0.177	0.087	0.015	0.032	0.038	0.05	0.093	0.114	0.201	0.145	0.151	0.125
ASV_1311	0.829	9.935	0.0535412159034383	0.243687761880806	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	soli	0.096	0.063	0.056	0.113	0.077	0.088	0.076	0.168	0.093	0.057	0.064	0.027	0.089	0.048
ASV_1270	-2.301	7.614	0.0536757184759484	0.243687761880806	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Actinomarinicola	tropica	0	0.004	0	0	0	0	0	0	0	0	0	0.009	0.018	0
ASV_1085	-2.29	7.612	0.0543531741951188	0.245563716330765	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	zhengzhouense	0	0.005	0	0	0	0	0	0	0.019	0	0	0.009	0	0
ASV_244	-0.918	9.487	0.0544495171306101	0.245563716330765	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Unassigned	Unassigned	0.036	0.077	0.084	0.035	0.031	0.016	0.023	0.025	0.065	0.086	0.046	0.082	0.106	0.077
ASV_939	-1.481	8.345	0.054869366704284	0.246640519641039	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Stenotrophobium	rhamnosiphilum	0.007	0.025	0.009	0	0	0.008	0	0.025	0.019	0.048	0.009	0.009	0.044	0.019
ASV_176	0.95	10.326	0.0558265225732505	0.250117512318313	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	fragariae	0.13	0.079	0.065	0.078	0.201	0.176	0.159	0.101	0.065	0.029	0.155	0.1	0.08	0.048
ASV_917	1.598	9.048	0.0568821705070334	0.254011528624851	NotSig	Bacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.053	0.019	0.065	0.052	0.008	0.008	0.008	0.176	0.019	0.057	0.018	0	0	0.019
ASV_334	1.36	9.308	0.0571783174357141	0.254499569762884	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unassigned	Unassigned	0.061	0.028	0.009	0.061	0.031	0.184	0.038	0.042	0.065	0.01	0	0.045	0.035	0.01
ASV_1431	1.997	7.822	0.0579213073177043	0.256256699451682	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	rhizosphaerae	0.008	0.002	0.009	0	0.015	0.008	0	0.017	0	0	0.009	0	0	0
ASV_71	0.988	11.517	0.0579493857790881	0.256256699451682	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	sangjuensis	0.344	0.2	0.27	0.13	0.132	0.248	0.227	1.057	0.186	0.067	0.247	0.182	0.213	0.307
ASV_157	0.902	10.323	0.0589684513090494	0.25967438759098	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	zucineum	0.137	0.084	0.14	0.191	0.155	0.04	0.061	0.235	0.149	0.076	0.027	0.064	0.124	0.067
ASV_909	1.609	8.22	0.0592440625230208	0.25967438759098	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Unassigned	Unassigned	0.018	0.006	0.019	0.009	0.008	0	0.038	0.034	0.019	0	0.009	0	0	0.01
ASV_743	1.213	9.173	0.0592942250666629	0.25967438759098	NotSig	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	pelophilus	0.052	0.026	0.028	0.035	0.077	0.072	0.023	0.075	0	0.029	0.009	0.009	0.071	0.038
ASV_1078	-1.275	8.773	0.0595029587824109	0.259753300838602	NotSig	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	giganteus	0.014	0.04	0.009	0.009	0.008	0.032	0.008	0.017	0.019	0.076	0.073	0.018	0.044	0.01
ASV_1346	-1.773	7.99	0.0598102865371236	0.260260735666333	NotSig	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Bythopirellula	goksoyri	0.003	0.014	0.009	0	0.008	0	0	0	0	0.019	0.027	0	0.018	0.019
ASV_547	1.052	9.151	0.0609585694272499	0.264412648279982	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	lutea	0.049	0.028	0.028	0.052	0.054	0.072	0.068	0.017	0.037	0.01	0.037	0.009	0.035	0.038
ASV_4	0.753	14.36	0.0614513444567711	0.264887342781595	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	gummiphilus	2.419	1.669	4.707	1.224	1.402	2.056	3.634	1.493	1.885	1.865	1.223	1.91	1.896	1.237
ASV_733	-1.204	9.555	0.0614569752709133	0.264887342781595	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.034	0.089	0.028	0.104	0.008	0	0.015	0.05	0.046	0.114	0.1	0.045	0.027	0.201
ASV_1133	1.854	8.158	0.0621635461822813	0.267087539117562	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Unassigned	Unassigned	0.016	0.005	0	0.009	0.046	0.032	0	0.008	0	0	0.009	0	0.009	0.01
ASV_645	-1.29	8.601	0.0650531442386406	0.277775092290455	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	trabzonensis	0.011	0.032	0.019	0.009	0.008	0.008	0.008	0.017	0.019	0.01	0.064	0.064	0.027	0.01
ASV_1180	-1.491	8.219	0.0650589239652388	0.277775092290455	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Unassigned	Unassigned	0.006	0.02	0.009	0.009	0	0	0.015	0	0	0.029	0.037	0.009	0.027	0.019
ASV_1237	-2.01	8.05	0.0664895515453857	0.282996153765048	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Unassigned	Unassigned	0.003	0.017	0	0.009	0	0	0	0.008	0.074	0.01	0	0.009	0.009	0
ASV_1287	1.717	8.115	0.0668596746596813	0.283684974724255	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.015	0.005	0.009	0.009	0.008	0.024	0.038	0	0.009	0.019	0	0	0	0
ASV_925	1.042	10.695	0.0671706144967306	0.283934758436488	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Pseudorhodoplanes	sinuspersici	0.179	0.105	0.047	0.069	0.217	0.408	0.106	0.226	0.204	0.124	0.037	0.155	0.035	0.077
ASV_103	1.41	11.044	0.0673354823604887	0.283934758436488	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	honganensis	0.243	0.114	0.074	0.026	0.139	0.168	0.833	0.218	0.009	0.371	0.009	0.091	0.106	0.096
ASV_39	0.7	12.158	0.06768196019316	0.284514906737913	NotSig	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	terrae	0.498	0.36	0.335	0.729	0.744	0.304	0.522	0.352	0.278	0.438	0.292	0.355	0.479	0.317
ASV_797	1.249	9.606	0.0682175552777096	0.285884031656125	NotSig	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	bacteremicum	0.084	0.038	0.233	0.122	0.085	0.008	0.015	0.042	0.065	0.029	0	0.064	0.053	0.019
ASV_520	-0.935	9.655	0.0691337855548819	0.288337272248359	NotSig	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	pokkalii	0.04	0.089	0.037	0.078	0.062	0.032	0.023	0.008	0.065	0.143	0.073	0.082	0.133	0.038
